Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Eco,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jatragachhi-kolkata-east-959-sq-ft-spid-I82320646,2 BHK Flat,50.83 Lac,959 sqft,Super Built-up Area,"5,300 /sqft","Jatragachhi, Kolkata East","North-East Facing
Gated Society
+2","Absolutely brand new beautiful 2 beds 2 baths, 1 balcony, 1 kitchen,1 loft 1 car parking compact flat for sale. The apartment is situated at jatra gachi very near and walkable distance from biswa bangala convention centre a new town.",I82320646,"Eco, Jatragachhi, Kolkata East, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Axis bank ATM']","['Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,Others,4th   of 5 Floors,1 to 5 Year Old,North-East
Lake Town Complex,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lake-town-complex-lake-town-kolkata-north-1300-sq-ft-spid-I81624939,3 BHK Flat,1 Cr,"1,300 sqft",Carpet Area,"7,692 /sqft","Lake Town, Kolkata",,"Check out this 3 bhk apartment for sale in lake town complex, a popular residential project that houses in-Demand flats in lake town, kolkata north. The flat is over 1300 sq.Ft. Carpet area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the 1st floor. As the project is already ready to move, so you can e...",I81624939,"Lake Town Complex, Lake Town, Kolkata",,,[],[],"['Central park metro station', 'City Centre 1', 'The Church of Jesus Christ of Latter-day Saints', 'State bank of india ATM', 'Sbi ATM']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,
Pelican Breeze,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pelican-breeze-nayabad-kolkata-south-979-sq-ft-spid-H82591450,2 BHK Flat,45 Lac,979 sqft,Super Built-up Area,"4,596 /sqft","Nayabad, Kolkata","Kavi Subash Metro within 2km
Birla High School within 2km
+2","Pelican breeze has a lift and generator, which is located at nayabad mini bus stand, off em bypass. It is close to rn tagore hospital and kavi subhash metro station. It is unused investor property with a covered car park off em bypass.",H82591450,"Pelican Breeze, Nayabad, Kolkata",Pelican Breeze,,[],"['Power Back-up', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']","['Durga mandir', 'Shani mandir garia dhalua', 'Maa kali temple garia dhalua', 'Bikram mess kali mandir', 'Maa kali temple']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,1 to 5 Year Old,South-West
Rajwada Altitude,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajwada-altitude-em-bypass-kolkata-south-1454-sq-ft-spid-Q82625472,3 BHK Flat,1.1 Cr,"1,454 sqft",Super Built-up Area,"7,565 /sqft","EM Bypass, Kolkata South","Gated Society
Overlooking Park/Garden
+1","This lovely 3 bhk apartment/flat in em bypass is available for sale in one of kolkata south's most popular projects, rajwada altitude. This is a north-East-Facing property. Constructed on a super built up area of 1454 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 7th level of a 20 storey building. This 1-5 years old property is available for immediate...",Q82625472,"Rajwada Altitude, EM Bypass, Kolkata South",Rajwada Altitude,,"['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '14 Light']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Shahid Khudiram', 'Wood Square Malls', 'B.D.M. International School', 'Jadavpur University, 132', 'Peerless Hospital']","['Others,Main Road,Club,Park/Garden,Pool']",3 Bedrooms,2 Bathrooms,1 Balcony,,7th   of 20 Floors,1 to 5 Year Old,West
Basu and Hajra Shakuntala Abasan,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-basu-and-hajra-shakuntala-abasan-rajarhat-kolkata-east-867-sq-ft-spid-G83441260,2 BHK Flat,32.08 Lac,867 sqft,Super Built-up Area,"4,927 /sqft","Rajarhat, Kolkata",,Very well and good quality construction. Very peaceful area project. Easily access to kolkata airport and newtown.,G83441260,"Basu and Hajra Shakuntala Abasan, Rajarhat, Kolkata",Basu and Hajra Shakuntala Abasan,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Central Park Metro Station', 'City Centre New Town', 'Devaki Memorial School', 'Amity University Kolkata', 'Narayana Hospital, Barasat']",['Others'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,0 to 1 Year Old,North
Basu and Hajra Shakuntala Abasan,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-basu-and-hajra-shakuntala-abasan-rajarhat-kolkata-east-959-sq-ft-spid-Q83441204,2 BHK Flat,35.48 Lac,959 sqft,Super Built-up Area,"4,928 /sqft","Rajarhat, Kolkata",,Very well and good quality construction. Very peaceful area project. Easily access to kolkata airport and newtown.,Q83441204,"Basu and Hajra Shakuntala Abasan, Rajarhat, Kolkata",Basu and Hajra Shakuntala Abasan,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Central Park Metro Station', 'City Centre New Town', 'Devaki Memorial School', 'Amity University Kolkata', 'Narayana Hospital, Barasat']",['Others'],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,0 to 1 Year Old,North-East
A & S APARTMENT (New Booking),https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-agarpara-kolkata-north-1050-sq-ft-spid-L82940464,2 BHK Flat,32.55 Lac,"1,050 sqft",Super Built-up Area,"3,100 /sqft","Agarpara, Panihati","Gated Society
Corner Property
+2","New booking... Situated in agarpara, kolkata north, a & s apartment (New booking) is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in kolkata north is your opportunity to be a part of this community. The flat occupies a super built up area of 1050 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The residential building has 4 flo...",L82940464,"A & S APARTMENT (New Bookg), Agarpara, Panihati",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Dakshineshwar metro station', 'Baranagar metro station', 'Nayandeep Eye Care', 'Midland Nursing Home', 'Sahid Khudiram Bose Hospital']","['Pool,Club,Others,Sea facing,Main Road,Park/Garden']",2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",1st   of 4 Floors,1 to 5 Year Old,South-East
individual,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-airport-kolkata-north-837-sq-ft-spid-B83072676,2 BHK Flat,30.13 Lac,837 sqft,Super Built-up Area,"3,600 /sqft","Airport, Dum Dum","Top Floor
Rishi arabinda schol Nearby
+2","Flat location :Sideswari kali mandir, airport 1no.. . Nearby schol:Rishi arabinda,,,walking distance from flat 2mins... Market nearby 5 mins( Walking distance ) Hospital nearby 5mins ( Walking distance) Individual is one of the most popular destination for buying apartments/ flats in airport, kolkata north. You too can be a part of this society by purchasing this 2 bhk flat here. The floor plan...",B83072676,"dividual , Airport, Dum Dum",,,[],['Lift(s)'],"['Shitala Mandir', 'Mother Teresa Church', 'Lichubagan Radha Krishna Temple', 'Axis bank ATM', 'State bank of india ATM']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 5 Floors,0 to 1 Year Old,South-East
Hiland Park,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiland-park-em-bypass-kolkata-south-1264-sq-ft-spid-N82730700,3 BHK Flat,1.15 Cr,"1,264 sqft",Super Built-up Area,"9,098 /sqft","EM Bypass, Kolkata South","Gated Society
Corner Property
+2","Hiland park is one of kolkata south's most sought after destination for apartments and this 3 bhk flat in em bypass is your opportunity to be a part of this community. This residential flat is south-East-Facing direction. Constructed on a super built up area of 1264 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 14th floor of this 27 floors tall...",N82730700,"Hiland Park, EM Bypass, Kolkata South",Hiland Park,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Kavi subhash metro station', 'Lake Pally Shiv Mandir', 'Hanuman Mandir', 'Kali Mandir', 'Shitala Mandir', 'Sada Kali Mandir']",['Pool'],3 Bedrooms,3 Bathrooms,1 Balcony,,14th   of 27 Floors,1 to 5 Year Old,South-East
Swapno Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-behala-chowrasta-kolkata-south-730-sq-ft-spid-Q81130193,2 BHK Flat,28 Lac,730 sqft,Super Built-up Area,"3,835 /sqft","Behala Chowrasta, Kolkata",,"We are the proud owners of this 2 bhk apartment available in swapno apartment, kolkata south. The unit is located on 3rd floor and has a super built-Up area of 730 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). Hospitals, school, pharmacy, vegetable market everything is in 5 min walking distance. It is a fully furnished apartment with all the amenities. Property is on the james long sarani mai...",Q81130193,"Swapno Apartment, Behala Chowrasta, Kolkata",,,"['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '4 Light', '2 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Lift(s)', 'Maintenance Staff', 'Security Personnel']","['Behala Market', 'Santoshi Maa Mandir', 'Kali Temple', 'Jagannath Temple', 'Laxmi Narayan Mandir', 'Hari Sabha']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 3 Floors,10+ Year Old,
Rajwada Royal Gardens,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajwada-royal-gardens-narendrapur-kolkata-south-1424-sq-ft-r13-spid-I68386978,3 BHK Flat,75.47 Lac,"1,424 sqft",Super Built-up Area,"5,300 /sqft","Narendrapur, Kolkata","Gated Society
Close to Mall
+1","Imagine that you are nestled in the lap of nature, ruffled by a steady fresh breeze, sweet bird song gently soothing your senses. Rajwada royal garden is all about your comfort and luxury. Additional details :",I68386978,"Rajwada Royal Gardens, Narendrapur, Kolkata",Rajwada Royal Gardens,,[],"['Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Swimming Pool', 'Separate entry for servant room', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Water softening plant']","['Kavi Nazrul Metro Station', 'Rajpur Municipal Market Complex', 'Wood Square Mall', 'Bandhan School of Development Mgmt']","['Pool,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,Store Room,7th   of 20 Floors,1 to 5 Year Old,South
Rajwada Royal Gardens,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajwada-royal-gardens-narendrapur-kolkata-south-1424-sq-ft-r5-spid-W76836477,3 BHK Flat,71.2 Lac,"1,424 sqft",Super Built-up Area,"5,000 /sqft","Narendrapur, Kolkata","Gated Society
Overlooking Park/Garden
+1","Imagine that you are nestled in the lap of nature, ruffled by a steady fresh breeze, sweet bird song gently soothing your senses. Rajwada royal garden is all about your comfort and luxury. Entertain your friends and family in style on the rooftop swimming pool, manicured garden, a well stocked library and much more. Located on narendrapur em bypass (1.5 km from big bazaar, 4 km from garia metro...",W76836477,"Rajwada Royal Gardens, Narendrapur, Kolkata",Rajwada Royal Gardens,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Kavi Nazrul Metro Station', 'Rajpur Municipal Market Complex', 'Wood Square Mall', 'Bandhan School of Development Mgmt']",['Park/Garden'],3 Bedrooms,2 Bathrooms,1 Balcony,,7th   of 19 Floors,1 to 5 Year Old,South-West
Rajwada Royal Gardens,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajwada-royal-gardens-narendrapur-kolkata-south-1379-sq-ft-r13-spid-J68862686,3 BHK Flat,68.88 Lac,"1,379 sqft",Super Built-up Area,"4,995 /sqft","Narendrapur, Kolkata","Close to Metro Station
Overlooking Park/Garden
+1","Imagine that you are nestled in the lap of nature, ruffled by a steady fresh breeze, sweet bird song gently soothing your senses. Rajwada royal garden is all about your comfort and luxury. Entertain your friends and family in style on the rooftop swimming pool, manicured garden, a well stocked library and much more. Located on narendrapur em bypass (1.5 km from big bazaar, 4 km from garia metro...",J68862686,"Rajwada Royal Gardens, Narendrapur, Kolkata",Rajwada Royal Gardens,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Kavi Nazrul Metro Station', 'Rajpur Municipal Market Complex', 'Wood Square Mall', 'Bandhan School of Development Mgmt']",['Park/Garden'],3 Bedrooms,2 Bathrooms,2 Balconies,,13rd   of 19 Floors,1 to 5 Year Old,South-East
sucasa royal,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-narendrapur-kolkata-south-1011-sq-ft-spid-O81777216,2 BHK Flat,58.58 Lac,"1,011 sqft",Super Built-up Area,"5,794 /sqft","Narendrapur, Kolkata","Top Floor
Corner Property
+2","Sucasa royal - Located on elachi more, narendrapur. Premium project with rooftop swimming pool and all modern amenities. Flat is 2bhk - 1011 sq.Ft south east facing with one open parking. All inclusive price.",O81777216,"sucasa royal, Narendrapur, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Club house / Community Center', 'Rain Water Harvesting']","['Hindustan Health Point Pvt Ltd', 'Yubatirtha club', 'Sarada Vidyapith']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,9th   of 9 Floors,1 to 5 Year Old,South-East
Eden Oxford Park,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eden-oxford-park-nayabad-kolkata-south-1049-sq-ft-spid-Y82965382,3 BHK Flat,65 Lac,"1,049 sqft",Super Built-up Area,"9,447 /sqft","Nayabad, Kolkata","North-East Facing
Top Floor
+2","Eden oxford park is a new complex by eden group at nayabad mini bus stand, near new garia metro and em bypass. It is close to rn tagore hospital. It is a complex with lift, security and power back up.",Y82965382,"Eden Oxford Park, Nayabad, Kolkata",Eden Oxford Park,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal']","['New Garia Metro Station', 'Proposed Metro Station', 'Metro Cash & Carry', 'Metropolis Mall', 'Acropolis Mall', 'Netaji Subhash Eng. College']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,0 to 1 Year Old,North-East
Eden Saffron,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eden-saffron-nayabad-kolkata-south-1223-sq-ft-spid-C82591052,3 BHK Flat,60 Lac,"1,223 sqft",Super Built-up Area,"4,905 /sqft","Nayabad, Kolkata","Kavi Subhash Metro within 1.5km
Indus Valley School within 1.5km
+2","Eden saffron is located at nayabad 1b bus stand. It is close to netaji cancer hospital and peerless hospital. It is approx 1 km from new garia station and kavi subhash metro station. It is located very close to upcoming south point school at mukundapur.It is a resale property with car park, off em bypass.",C82591052,"Eden Saffron, Nayabad, Kolkata",Eden Saffron,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Waste Disposal']","['Kavi Subhash Metro', 'Masterda Surya Sen Metro', 'Metro Cash & Carry EM Bypass', 'Eastern Metropolitan Bypass', 'NSCB Cancer Hospital']",['Others'],3 Bedrooms,3 Bathrooms,1 Balcony,,2nd   of 3 Floors,1 to 5 Year Old,South-West
Siddha Eden LakeVille,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-siddha-eden-lakeville-bt-road-kolkata-north-889-sq-ft-spid-L81533925,3 BHK Flat,86 Lac,889 sqft,Carpet Area,"9,673 /sqft","BT Road, Kolkata","Baranagar within 250m
Gated Society
+1","This 3 bhk apartment is available for sale in siddha eden lakeville, one of the most prominent projects for flats in bt road, kolkata north. This property faces the north-East direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 889 sq.Ft. This flat lies on the 15th level of a 24 storey building. This is a ...",L81533925,"Siddha Eden LakeVille, BT Road, Kolkata",Siddha Eden LakeVille,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Noapara Metro Station', 'City Centre Salt Lake', 'Rai Mohon Banerjee Rd', 'Belghoria Expy', 'Central Modern School']","['Main Road,Others,Club,Park/Garden,Pool']",3 Bedrooms,2 Bathrooms,1 Balcony,,15th   of 24 Floors,1 to 5 Year Old,South
A & S APARTMENT (New Booking),https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-new-barrakpur-kolkata-north-827-sq-ft-spid-U82983464,2 BHK Flat,24.5 Lac,827 sqft,Super Built-up Area,"2,962 /sqft","New Barrakpur, Kolkata","Gated Society
Corner Property
+2","New booking... This lovely 2 bhk apartment/flat in new barrakpur is available for sale in one of kolkata north's most popular projects, a & s apartment (New booking). Constructed on a super built up area of 827 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 3rd floor. This 1-5 years old property is available ...",U82983464,"A & S APARTMENT (New Bookg), New Barrakpur, Kolkata",,,"['2 Wardrobe', '3 Fan', '4 Light', '1 AC']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Hari Mandir', 'Church of our Lady of Lourdes', 'SHONI TEMPLE', 'MAA MONOSHA TEMPLE', 'Shri Shoni Temple', 'Amanati Mosque']","['Pool,Club,Sea facing,Main Road,Park/Garden,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",3rd   of 4 Floors,1 to 5 Year Old,South-East
A & S APARTMENT (New Booking),https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-new-barrakpur-kolkata-north-844-sq-ft-spid-E82979152,2 BHK Flat,22.5 Lac,844 sqft,Super Built-up Area,"2,665 /sqft","New Barrakpur, Kolkata","Gated Society
Corner Property
+2","New booking... This beautiful 2 bhk flat in new barrakpur, kolkata north is situated in a & s apartment (New booking), one of the popular residential society in kolkata north. Constructed on a super built up area of 844 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 1st floor. This is a ready to move project ...",E82979152,"A & S APARTMENT (New Bookg), New Barrakpur, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Shri Shoni Temple', 'New Barrackpur Nursing Home Nursing home', 'Srabani Nursing Home', 'Dr. B.C Roy General Hospital and Maternity Home']","['Pool,Park/Garden,Club,Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",1st   of 4 Floors,1 to 5 Year Old,South-East
Sukhobrishti Spriha,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sukhobrishti-spriha-action-area-3-kolkata-east-901-sq-ft-spid-F83633882,3 BHK Flat,55 Lac,901 sqft,Built-up Area,"8,017 /sqft","Action Area 3, Kolkata",,This is a new unused north east facing flat in middle floor with open car parking..,F83633882,"Sukhobrishti Spriha, Action Area 3, Kolkata",Sukhobrishti Spriha,,[],"['Power Back-up', 'Lift(s)', 'Park']","['State bank of india ATM', 'Axis bank ATM', 'Belle Vue Hospital', 'Global Healthcare System', 'Apollo Pharmacy', 'DLF IT Park']","['Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 14 Floors,0 to 1 Year Old,North-East
Sukhobrishti Spriha,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sukhobrishti-spriha-action-area-3-kolkata-east-901-sq-ft-spid-T83633624,3 BHK Flat,52 Lac,901 sqft,Built-up Area,"5,771 /sqft","Action Area 3, Kolkata",,This is a new unused flat in middle floor of l block shapoorji shukhobristi complex. Front row north east facing.,T83633624,"Sukhobrishti Spriha, Action Area 3, Kolkata",Sukhobrishti Spriha,,[],"['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['State bank of india ATM', 'Axis bank ATM', 'Belle Vue Hospital', 'Global Healthcare System', 'Apollo Pharmacy', 'DLF IT Park']","['Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,7th   of 14 Floors,0 to 1 Year Old,North-East
Magnolia Sky View,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-magnolia-sky-view-omarhati-kolkata-east-1185-sq-ft-spid-B83238228,3 BHK Flat,78 Lac,"1,185 sqft",Super Built-up Area,"6,582 /sqft","Omarhati, Kolkata",,"Located in the popular residential address of omarhati, kolkata east, magnolia sky view is one of the most preferred destination for apartments in kolkata east. This 3 bhk flat is your ticket to be a part of this community. This residential flat is south-East-Facing direction. Constructed on a super built up area of 1185 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. The ...",B83238228,"Magnolia Sky View, Omarhati, Kolkata",Magnolia Sky View,,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '20 Light', '1 Curtains', '1 Chimney', '1 Modular Kitchen', '1 AC', '1 TV', '3 Bed', '3 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['Delhi Public School Megacity', 'Yellow House Preschool', 'Narayana e-Techno School Newtown', 'Bodhicariya School', 'Aliah University Action Area II']","['Club,Pool,Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,2 Balconies,,9th   of 11 Floors,1 to 5 Year Old,South-East
A & S APARTMENT (New Booking),https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-new-barrakpur-kolkata-north-810-sq-ft-spid-H82979386,2 BHK Flat,22.7 Lac,810 sqft,Super Built-up Area,"2,802 /sqft","New Barrakpur, Kolkata","Gated Society
Corner Property
+2","New booking.... This 2 bhk apartment is available for sale in a & s apartment (New booking), one of the most prominent projects for flats in new barrakpur, kolkata north. Constructed on a super built up area of 810 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 2nd floor. This 1-5 years old property is availa...",H82979386,"A & S APARTMENT (New Bookg), New Barrakpur, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Hari Mandir', 'Shri Shoni Temple', 'Dr. B.C Roy General Hospital and Maternity Home', 'New Barrackpur Nursing Home Nursing home']","['Pool,Club,Others,Park/Garden,Sea facing,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",2nd   of 4 Floors,1 to 5 Year Old,South-East
North Grande,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-north-grande-durganagar-kolkata-north-1231-sq-ft-spid-X81125559,3 BHK Flat,69 Lac,"1,231 sqft",Super Built-up Area,"5,605 /sqft","Durganagar, Belgharia Expressway, Kolkata","Private Garden
Gated Society
+2","This 3 bhk flat is located in north grande, which houses some of the most spacious flats in durganagar, kolkata north. The flat is west-Facing. The flat is over 1231 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 3 balconies. This flat lies on the 1st level of a 6 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate posses...",X81125559,"North Grande, Durganagar, Belgharia Expressway, Kolkata",North Grande,,[],"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Baranagar Metro Station', 'City Centre 2', 'Diamond Plaza', 'Belghoria Express Way', 'Calcutta Airport English High School']","['Pool,Park/Garden,Club,Main Road,Others']",3 Bedrooms,2 Bathrooms,3 Balconies,,1st   of 6 Floors,1 to 5 Year Old,North-East
