Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Raj Gardens,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-south-kolkata-2400-sq-ft-spid-Y81072219,4 BHK Flat,3 Cr,"2,400 sqft",Super Built-up Area,"12,500 /sqft","sarat Chatterjee Avenue, Kolkata South",,"Raj garden facing rabindra sarobar lake is located in one of kolkata south's most sought after destination for apartments and this 3.5 bhk flat on the first floor of almost new stand alone building of g+5 is your opportunity to be a part of this community. Constructed on a super built area of 2400 sq.Ft., the flat comprises 3.5 bedroom(s), 3 bathrooms .One separate servant cum store room, two c...",Y81072219,"Raj Gardens, sarat Chatterjee Avenue, Kolkata South, Kolkata",,,"['3 Bed', '4 Wardrobe', '1 Water Purifier', '6 Fan', '1 Sofa', '1 Exhaust Fan', '25 Light', '6 AC', '1 Chimney', '1 Curtains']",[],[],[],4 Bedrooms,3 Bathrooms,No Balcony,"Servant Room,Study Room",1st   of 5 Floors,5 to 10 Year Old,
Magnolia Mulberry,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-magnolia-mulberry-new-town-kolkata-east-876-sq-ft-r1-spid-L78222921,3 BHK Flat,73.5 Lac,876 sqft,Carpet Area,"8,390 /sqft","New Town, Kolkata",Fresh Construction,"Just a stone's throw away from akankha more, city centre 2, the upcoming metro station, eco park, sector v, and kolkata airport.",L78222921,"Magnolia Mulberry, New Town, Kolkata",Magnolia Mulberry,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['City Centre II', 'Sector V', 'Derozio Memorial College', 'Charnock Hospital', 'Airport', 'Eco Park']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,0 to 1 Year Old,South
Kuti Ghat Complex,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kuti-ghat-complex-bara-nagar-kolkata-north-916-sq-ft-spid-L83644984,2 BHK Flat,45 Lac,916 sqft,Carpet Area,"4,912 /sqft","Bara Nagar, Kolkata",North-East Facing,"North east facing ,specious drawing room ,attached bathroom ,modeller kithchen,balcony facing north ,lift avilable ,apartment is in 2 nd floor out of 4 th floor",L83644984,"Kuti Ghat Complex, Bara Nagar, Kolkata",,,"['3 Wardrobe', '1 Exhaust Fan', '40 Light', '1 Modular Kitchen']","['Lift(s)', 'Maintenance Staff', 'Water Storage']","['Swasti Nursing Home', 'Saraju Nursing Home', 'Astha Medical Services Pvt Ltd', 'Paradise Nursing Home Kolkata', 'Baranagar State General Hospital']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,North-East
Avinandan Apartments,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-avinandan-apartments-kalikapur-kolkata-south-1275-sq-ft-spid-Z82776870,3 BHK Flat,65 Lac,"1,275 sqft",Super Built-up Area,"5,098 /sqft","Kalikapur, Kolkata",,"We are the proud owners of this 3 bhk apartment available in avinandan apartments, kalikapur,kolkata south. This it is a and the unit is located on 1st floor and has a super built-Up area of 1275 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",Z82776870,"Avandan Apartments, Kalikapur, Kolkata",,,"['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '8 Light', '1 Modular Kitchen', '1 Chimney']","['Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Hindu Temple', 'Maa kali temple', 'Shoni thakur mandir', 'Maa Kali mandir', 'Lord Shiva Temple', 'Sada Kali Mandir']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 3 Floors,10+ Year Old,
Skyline Harmony,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-skyline-harmony-saha-para-fartabad-kolkata-south-1315-sq-ft-spid-G82634500,3 BHK Flat,73 Lac,"1,315 sqft",Super Built-up Area,"5,551 /sqft","Saha Para, Fartabad, Garia","Fitness Center/ Gym
Swimming Pool Available
+1","Resale property, ready to move flat. Very good condition. Gated community with all mordan amenities ar available here. Close to metro station, school and hospital.",G82634500,"Skyle Harmony, Saha Para, Fartabad, Garia",Skyline Harmony,,[],"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM']","['Shahid khudiram metro station', 'Kavi subhash metro station', 'Maa kali temple garia dhalua', 'Shani mandir garia dhalua']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,5 to 10 Year Old,
Fortune Heights,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-fortune-heights-barasat-north-kolkata-987-sq-ft-spid-C82561326,3 BHK Flat,46 Lac,987 sqft,Super Built-up Area,"3,700 /sqft","Barasat, Kolkata North",,"With covered car parking in the same block having south-East open. Two playgrounds both side. No other adjacent blocks near this block, making the apartment very airy . Super pleasant place to stay.",C82561326,"Fortune Heights, Barasat, Kolkata North",Fortune Heights,,[],"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']","['Dum Dum Metro Station', 'Suncity Mall', 'National Highway 12', 'Brainware University', 'Barasat Government Medical College']","['Pool,Park/Garden,Club,Main Road,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 11 Floors,1 to 5 Year Old,North-West
Rajwada Springfield,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajwada-springfield-kamalgazi-kolkata-south-1510-sq-ft-spid-W83028664,3 BHK Flat,75 Lac,"1,510 sqft",Super Built-up Area,"4,966 /sqft","Kamalgazi, Southern Bypass",,The apartment is part of rajwada springfield. Light and airy top floor flat facing south-West. Part of a gated community with all amenities and a club house. Located in rajpur-Sonarpur municipality right after the kamalgazi flyover.,W83028664,"Rajwada Sprgfield, Kamalgazi, Southern Bypass",Rajwada Springfield,,"['4 Fan', '5 Light', '1 Modular Kitchen']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM']","['Shahid Khudiram', 'Kavi Nazrul', 'FBB', 'BB-WOOD SQUARE MALL', 'Eastern Metropolitan Bypass', 'Nateji Subhash Chandra Bose Rd']",['Main Road'],3 Bedrooms,2 Bathrooms,2 Balconies,,11st   of 12 Floors,1 to 5 Year Old,South-West
SB Enterprise,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-1-kolkata-east-1750-sq-ft-spid-M82936220,3 BHK Flat,1.25 Cr,"1,750 sqft",Super Built-up Area,"7,142 /sqft","Action Area 1, Kolkata","Gated Society
Corner Property
+2","Sb enterprise is one of kolkata east's most sought after destination for apartments and this 3 bhk flat in action area 1 is your opportunity to be a part of this community. This residential flat is south-East-Facing direction. Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1750 sq.Ft. The residential building has 4 floors in total and the...",M82936220,"SB Enterprise, Action Area 1, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Axis bank ATM']","['Others,Main Road,Park/Garden']",3 Bedrooms,2 Bathrooms,2 Balconies,Others,2nd   of 4 Floors,1 to 5 Year Old,South-East
Bidhanpally,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-garia-kolkata-south-745-sq-ft-spid-D82806078,2 BHK Flat,31 Lac,745 sqft,Super Built-up Area,"4,161 /sqft","Garia, Kolkata",,"We are the proud owners of this 2 bhk apartment available in mahamaya park apartment, garia, kolkata south. This it is a and the unit is located on 1st floor and has a super built-Up area of 745 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",D82806078,"Bidhanpally, Garia, Kolkata",,,"['2 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '8 Light', '1 AC', '1 TV', '1 Curtains', '1 Bed', '2 Wardrobe', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Water Storage']",[],[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 3 Floors,5 to 10 Year Old,East
Deganta Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalikapur-kolkata-south-675-sq-ft-spid-X82506530,2 BHK Flat,32 Lac,675 sqft,Carpet Area,"4,740 /sqft","Kalikapur, Kolkata",,"The apartment is located in a very peaceful and well connected locality in santoshpur. Very close to kavi sukanto metro station. Just 2 kms from ruby hospital. Market, atm and other amenities in the vicinity.",X82506530,"Deganta Apartment, Kalikapur, Kolkata",,,[],[],"['Hindu Temple', 'Hanuman Mandir', 'Shitala Mandir', 'Kali Mandir', 'Lord Shiva Temple', 'Sada Kali Mandir', 'Maa kali temple']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 6 Floors,10+ Year Old,
Susoma Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-susoma-apartment-hridaypur-kolkata-north-1260-sq-ft-spid-O82842992,2 BHK Flat,32 Lac,"1,260 sqft",Carpet Area,"2,539 /sqft","Hridaypur, Kolkata",,"1 minute walking distance from hridaypur rly station (5 minutes from dakbanglow more bus stop), located on the main road between hridaypur - Dakbanglow more",O82842992,"Susoma Apartment, Hridaypur, Kolkata",,,[],[],"['MAA MONOSHA TEMPLE', 'SHONI TEMPLE', 'Church of our Lady of Lourdes', 'Shri Shoni Temple', 'Hari Mandir', 'Amanati Mosque']",[],2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,2nd   of 4 Floors,10+ Year Old,
Mahabir Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahabir-apartment-agarpara-kolkata-north-780-sq-ft-spid-A82777240,2 BHK Flat,23 Lac,780 sqft,Super Built-up Area,"3,680 /sqft","Agarpara, Panihati","Top Floor
Close to School
+2","G+4 building. Top floor. 2bedroom(One attached), open kichen cum dining, one common bathroom, one balcuni. Entry- East side main gate Bed room- One master bedroom 16/12 sf. North and west side windows. One attached bathroom. 2nd bed room 9/12 sf. West & south face window. One 3/12 sf balkuni south face. North-West clear. 25ft s.M.Banerjee roan in front of flat. 1.5min distance from agarpara sta...",A82777240,"Mahabir Apartment, Agarpara, Panihati",,,"['1 Geyser', '1 Light', '1 Chimney']","['Lift(s)', 'Maintenance Staff', 'Park']","['Jora Sib Mondir', 'Vijoy Optic and Polyclinic', 'Netaji Sebayan Hospital', 'Green-View Nursing Home Kolkata', 'Eye Care']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,5 to 10 Year Old,South
Emami City,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-emami-city-jessore-road-kolkata-north-1150-sq-ft-spid-Z83197112,2 BHK Flat,1 Cr,"1,150 sqft",Super Built-up Area,"8,695 /sqft","Jessore Road, Kolkata","North Facing
Dum dum metro station Nearby
+2","This 2 bhk flat is located in emami city, which houses some of the most spacious flats in jessore road, kolkata north. The flat is facing the north direction. The flat occupies a super built up area of 1303 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The property is located on the basement floor of a 13 floors tall building. This is a ready to move project and the property ...",Z83197112,"Emami City, Jessore Road, Kolkata",Emami City,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Bank Attached Property', 'Piped-gas', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Local Market', 'Diamond Plaza', 'Sarojini Naidu College', 'St. Stephen School', 'Motijheel Science College', 'Dum Dum Commerce College']",['Others'],2 Bedrooms,2 Bathrooms,2 Balconies,,Basement of 13 Floors,10+ Year Old,North
new,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jatragachhi-kolkata-east-900-sq-ft-spid-K83304062,2 BHK Flat,27 Lac,900 sqft,Carpet Area,"3,000 /sqft","Jatragachhi, Kolkata East",Overlooking Main Road,"Prime location,connected with new town,",K83304062,"new, Jatragachhi, Kolkata East, Kolkata",,,"['1 Bed', '1 Water Purifier', '1 Fan', '1 Sofa', '1 Microwave', '1 Light', '1 Chimney']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Citibank ATM']","['Others,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,Others,3rd   of 6 Floors,5 to 10 Year Old,South-West
royal residency,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-behala-kolkata-south-1171-sq-ft-spid-X82418260,3 BHK Flat,60 Lac,"1,171 sqft",Super Built-up Area,"5,123 /sqft","Behala, Kolkata","North Facing
Close to Metro Station
+2","Check out this 3 bhk apartment for sale in royal residency, a popular residential project that houses in-Demand flats in behala, kolkata south. The flat is north-Facing. Constructed on a super built up area of 1171 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 5 floors and this property is situated on 4th floor. This is a ready to move project and t...",X82418260,"royal residency , Behala, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Natural Light', 'Airy Rooms']","['Behala Market', 'Jagannath Temple', 'Kali Temple', 'Hari Sabha', 'Sitala Mandir', 'Laxmi Narayan Mandir', 'Shibaloy']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 5 Floors,1 to 5 Year Old,North
Bakul,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bakul-kasba-kolkata-south-830-sq-ft-spid-E82936484,2 BHK Flat,40 Lac,830 sqft,Built-up Area,"5,333 /sqft","Kasba, Kolkata",,"Flat available on sale at kasba on bb chatterjee road( Bus route) .3rd floor. 2bhk,, 2wash room.",E82936484,"Bakul, Kasba, Kolkata",,,[],[],"['Gariahat Sarbojanin Durgotsab', 'Sitala Mandir-Bondel Road', 'Battala Sitala Mandir', 'Radha Krishna Temple', 'Axis bank ATM']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 3 Floors,10+ Year Old,
Mani Manisri Apartment,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-patuli-kolkata-south-1460-sq-ft-spid-F82407414,3 BHK Flat,1.12 Cr,"1,460 sqft",Super Built-up Area,"7,671 /sqft","Patuli, EM Bypass",,"Resale property, ready to move flat all modern amenities ar available here. Gated community . South east open.",F82407414,"Mani Manisri Apartment , Patuli, EM Bypass",,,"['1 Wardrobe', '1 Fan', '1 Geyser', '1 Light', '1 AC', '1 Modular Kitchen', '1 Chimney']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Shahid khudiram metro station', 'Kavi subhash metro station', 'Kavi nazrul metro station', 'Sitala mandir', 'Maa kali temple garia dhalua']","['Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,10th   of 10 Floors,5 to 10 Year Old,South-East
Ps Nautical,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ps-nautical-patuli-kolkata-south-1152-sq-ft-spid-Y81819522,3 BHK Flat,1.08 Cr,"1,152 sqft",Super Built-up Area,"9,375 /sqft","Patuli, EM Bypass","Patuli Nearby
Recently Renovated
+2","Ps nautical is one of kolkata south's most sought after destination for apartments and this 3 bhk flat in patuli is your opportunity to be a part of this community. This property faces the south-East direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1152 sq.Ft. The residential building has 18 flo...",Y81819522,"Ps Nautical, Patuli, EM Bypass",,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Kavi subhash metro station', 'Shahid khudiram metro station', 'Kavi nazrul metro station', 'Maa kali temple garia dhalua']",['Park/Garden'],3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 18 Floors,1 to 5 Year Old,South-East
Purobi Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-behala-unique-park-kolkata-south-850-sq-ft-spid-K81670122,2 BHK Flat,36 Lac,850 sqft,Carpet Area,"4,235 /sqft","Behala Unique Park, Kolkata","North Facing
Vitrified Flooring",Semi furnished. North facing. 3 sides open. No lift.,K81670122,"Purobi Apartment, Behala Unique Park, Kolkata",,,"['1 Geyser', '1 Modular Kitchen']",['False Ceiling Lighting'],"['Behala Market', 'Laxmi Narayan Mandir', 'Kali Temple', 'Jagannath Temple', 'Sitala Mandir', 'Hari Sabha', 'Santoshi Maa Mandir']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,10+ Year Old,North
Magnolia Prestige Housing Complex,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bishnupur-kolkata-north-850-sq-ft-r1-spid-Q77466079,2 BHK Flat,40 Lac,850 sqft,Carpet Area,"4,705 /sqft","Bishnupur, Kolkata",,"Situated in bishnupur, kolkata north, magnolia prestige housing complex is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in kolkata north is your opportunity to be a part of this community. This residential flat is south-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spre...",Q77466079,"Magnolia Prestige Housg Complex, Bishnupur, Kolkata",,,[],"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center']","['Dakbunglow Shani Kali Mandir', 'Rajarhat Shitala Kali Temple', 'Nathpara Shib Mandir', 'Nathpara Temple', 'Hanuman Mandir']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,South
"tapas bhavan , parui kancha road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ramnarayan-government-colony-kolkata-south-945-sq-ft-spid-R82097170,2 BHK Flat,36.9 Lac,945 sqft,Super Built-up Area,"4,612 /sqft","Ramnarayan Government Colony, Behala","Overlooking Park/Garden
Granite Flooring",Separate car parking and 2 wheeler parking available . Near the garden available .,R82097170,"tapas bhavan , parui kancha road, Ramnarayan Government Colony, Behala",,,"['3 Fan', '1 Exhaust Fan', '6 Light', '1 Modular Kitchen']","['Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal']","['Behala Market', 'Laxmi Narayan Mandir', 'Sitala Mandir', 'Kali Temple', 'Jagannath Temple', 'Hari Sabha', 'Santoshi Maa Mandir']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,5 to 10 Year Old,
GLS Ruposi Bangla Phase 1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-ruposi-bangla-phase-1-new-town-kolkata-east-1359-sq-ft-r1-spid-O78594469,3 BHK Flat,1.25 Cr,"1,359 sqft",Super Built-up Area,"9,197 /sqft","New Town, Kolkata",,"South east facing open Gls ruposi bangla phase 1 by gls realty ( G+4 and b+g+10 ) located in new town kolkata. Current status of properties in gls ruposi bangla phase 1 are under construction.. It offers 2 bhk, 3 bhk bhk residential properties. The project offers world class residential units with top",O78594469,"GLS Ruposi Bangla Phase 1, New Town, Kolkata",GLS Ruposi Bangla Phase 1,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']","['Kali mandir', 'Kali Temple', 'Manasha Mandir', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']","['Park/Garden,Pool,Club,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,12nd   of 12 Floors,0 to 1 Year Old,South-East
Starlite Sunny Seasons,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-starlite-sunny-seasons-garia-kolkata-south-1130-sq-ft-spid-T82416282,3 BHK Flat,60 Lac,"1,130 sqft",Super Built-up Area,"5,309 /sqft","Garia, Kolkata","Gated Society
Overlooking Park/Garden
+2",Resale property ready to move flat. All mordan amenities ar available here. Gated community. Close to metro.,T82416282,"Starlite Sunny Seasons, Garia, Kolkata",Starlite Sunny Seasons,,[],"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['Shahid khudiram metro station', 'Kavi subhash metro station', 'Kavi nazrul metro station', 'Maa kali temple garia dhalua']","['Pool,Park/Garden,Club']",3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,10+ Year Old,South-East
Brahmaputra Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nager-bazar-kolkata-north-975-sq-ft-r1-spid-B75767115,2 BHK Flat,47.5 Lac,975 sqft,Super Built-up Area,"5,641 /sqft","Nager Bazar, Jessore Road","East Facing
Corner Property
+1","One of kolkata north's most sought after destination, 2 bhk flat opposite to diamond plaza mall, nager bazar. Floor plan is attached - Vastu friendly, contains 2 bedroom(s), 2 bathrooms and 2 balcony, completly open from 3 side, so ample of light and air is key highlight of flat. All in all flat is spread over a super built up area of 975 sq.Ft. Outdoor building paint and renovation completed r...",B75767115,"Brahmaputra Apartment, Nager Bazar, Jessore Road",,,"['1 Water Purifier', '4 Fan', '1 Exhaust Fan', '5 Light']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Water Storage', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']","['Lichubagan Radha Krishna Temple', 'Hanuman Mandir', 'Shitala Mandir', 'Axis bank ATM', 'Allahabad bank ATM', 'State bank of india ATM']",['Park/Garden'],2 Bedrooms,2 Bathrooms,2 Balconies,,4th   of 4 Floors,5 to 10 Year Old,East
Magnolia City,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-magnolia-city-barasat-north-kolkata-509-sq-ft-spid-Q82950104,1 BHK Flat,20 Lac,509 sqft,Super Built-up Area,"3,929 /sqft","Barasat, Kolkata North","East Facing
Close to School
+2","Very well connected with hospital, schools & college and shortly metro connectivity will be there",Q82950104,"Magnolia City, Barasat, Kolkata North",Magnolia City,,"['1 Bed', '1 Wardrobe', '1 Fan', '1 Geyser', '2 Light']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Nilganj, Bazi Market', 'Star Mall, Jessore Road Madhyamgram', 'Colony More Barasat', 'Newtown', 'Sector-V Salt Lake']",[],1 Bedroom,1 Bathroom,No Balcony,,3rd   of 8 Floors,5 to 10 Year Old,East
Deep Apartment,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-deep-apartment-kasba-kolkata-south-415-sq-ft-spid-B82545768,1 BHK Flat,26 Lac,415 sqft,Carpet Area,"6,265 /sqft","Kasba, Kolkata","Recently Renovated
Overlooking Main Road",All side open . Spacious. Excellent peaceful locality . Front gate visible from top.,B82545768,"Deep Apartment, Kasba, Kolkata",Deep Apartment,,[],"['Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']","['Battala Sitala Mandir', 'Radha Krishna Temple', 'Sitala Mandir-Bondel Road', 'Shani Temple', 'Axis bank ATM', 'State bank of india ATM']",['Main Road'],1 Bedroom,1 Bathroom,1 Balcony,,2nd   of 3 Floors,10+ Year Old,South
kolkata metropoliton development authority,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mohan-pur-kolkata-north-620-sq-ft-r1-spid-G78312465,2 BHK Flat,21 Lac,620 sqft,Carpet Area,"3,387 /sqft","Mohan Pur, Barrackpore",,Well ventilated south open property in a gated community facing barasat and kalyani highway society have own market and community hall,G78312465,"kolkata metropoliton development authority, Mohan Pur, Barrackpore",,,[],"['Security / Fire Alarm', 'Park']","['Jaffarpur Chal Bazar', 'Nonachandanpukur Municipal Market', 'Axisbank ATM', 'Axis bank ATM', 'New Panacea Hospital']","['Pool,Park/Garden,Club,Main Road']",2 Bedrooms,1 Bathroom,1 Balcony,,2nd   of 3 Floors,5 to 10 Year Old,South
Future Da,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-da-block-newtown-kolkata-east-1480-sq-ft-spid-H82627952,3 BHK Flat,1.1 Cr,"1,480 sqft",Super Built-up Area,"7,432 /sqft","DA Block Newtown, New Town","Fresh Construction
Gated Society
+2","Looking for a 3 bhk property for sale in kolkata east? Buy this 3 bhk flat in future da that is situated in da block newtown, kolkata east. This property faces the south-East direction. The flat is over 1480 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 2nd level of a 4 storey building. As the project is already ready to move, so you ...",H82627952,"Future Da , DA Block Newtown, New Town",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Citibank ATM']","['Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,2 Balconies,,2nd   of 4 Floors,0 to 1 Year Old,South-East
