Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Magnolia Oxygen,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-magnolia-oxygen-rajarhat-kolkata-east-897-sq-ft-spid-S82829454,2 BHK Flat,51.6 Lac,897 sqft,Super Built-up Area,"5,752 /sqft","Rajarhat, Kolkata","Corner Property
Overlooking Park/Garden
+1","This 2 bhk flat is located in magnolia oxygen, which houses some of the most spacious flats in rajarhat, kolkata east. This is a north-East-Facing property. Constructed on a super built up area of 897 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 10th level of a 11 storey building. An added advantage of this 1-5 years old flat is that it is available ...",S82829454,"Magnolia Oxygen, Rajarhat, Kolkata",Magnolia Oxygen,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['City Centre -2', 'Rajarhat Main Road', 'Belghoria Expressway', 'St. Andrews Public School', 'BPPIMT ', 'Charnock Hospital', 'NSCB International Airport', 'Kolkata Railway Station', 'The Westin']","['Main Road,Others,Park/Garden']",2 Bedrooms,2 Bathrooms,1 Balcony,,10th   of 11 Floors,1 to 5 Year Old,North
Magnolia Oxygen,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-magnolia-oxygen-rajarhat-kolkata-east-897-sq-ft-spid-D82829388,2 BHK Flat,51.4 Lac,897 sqft,Super Built-up Area,"5,730 /sqft","Rajarhat, Kolkata","Gated Society
Corner Property
+2","Situated in rajarhat, kolkata east, magnolia oxygen is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in kolkata east is your opportunity to be a part of this community. The flat is facing the south direction. The flat occupies a super built up area of 897 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 5th ...",D82829388,"Magnolia Oxygen, Rajarhat, Kolkata",Magnolia Oxygen,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['City Centre -2', 'Rajarhat Main Road', 'Belghoria Expressway', 'St. Andrews Public School', 'BPPIMT ', 'Charnock Hospital']","['Others,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 11 Floors,1 to 5 Year Old,North-East
Magnolia Oxygen,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-magnolia-oxygen-rajarhat-kolkata-east-897-sq-ft-spid-Q82829334,2 BHK Flat,51.1 Lac,897 sqft,Super Built-up Area,"5,696 /sqft","Rajarhat, Kolkata","Gated Society
Corner Property
+1","Looking for a 2 bhk property for sale in kolkata east? Buy this 2 bhk flat in magnolia oxygen that is situated in rajarhat, kolkata east. The flat is east-Facing. The flat occupies a super built up area of 897 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 4th level of a 11 storey building. Being a ready to move project, you can expect immediate possession ...",Q82829334,"Magnolia Oxygen, Rajarhat, Kolkata",Magnolia Oxygen,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['City Centre -2', 'Rajarhat Main Road', 'Belghoria Expressway', 'St. Andrews Public School', 'BPPIMT ', 'Charnock Hospital']","['Others,Main Road,Park/Garden']",2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 11 Floors,1 to 5 Year Old,North
nirala apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalaberia-kolkata-east-955-sq-ft-spid-O82606016,2 BHK Flat,33.42 Lac,955 sqft,Super Built-up Area,"3,500 /sqft","Kalaberia, Kolkata","Top Floor
Corner Property
+1","This lovely 2 bhk apartment/flat in kalaberia is available for sale in one of kolkata east's most popular projects, nirala apartment. This residential flat is south-East-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 955 sq.Ft. The residential building has 4 floors in total and the flat for sale is located on the top floor...",O82606016,"nirala apartment, Kalaberia, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff']","['Dakbunglow Shani Kali Mandir', 'Nathpara Shib Mandir', 'Rajarhat Shitala Kali Temple', 'Nathpara Temple', 'Hanuman Mandir']",['Others'],2 Bedrooms,2 Bathrooms,2 Balconies,,4th   of 4 Floors,1 to 5 Year Old,North-East
nirala apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalaberia-kolkata-east-820-sq-ft-spid-W82605938,2 BHK Flat,28.7 Lac,820 sqft,Super Built-up Area,"3,500 /sqft","Kalaberia, Kolkata","Gated Society
Corner Property
+2","Check out this 2 bhk apartment for sale in nirala apartment, a popular residential project that houses in-Demand flats in kalaberia, kolkata east. This residential flat is south-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 820 sq.Ft. The residential building has 4 floors in total and the flat for sale is located on the 3...",W82605938,"nirala apartment, Kalaberia, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Dakbunglow Shani Kali Mandir', 'Nathpara Shib Mandir', 'Rajarhat Shitala Kali Temple', 'Nathpara Temple', 'Hanuman Mandir']","['Park/Garden,Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,1 to 5 Year Old,South
nirala apartment new booking,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalaberia-kolkata-east-1140-sq-ft-spid-B82605754,3 BHK Flat,39.9 Lac,"1,140 sqft",Super Built-up Area,"3,500 /sqft","Kalaberia, Kolkata","Gated Society
Corner Property
+2","Situated in kalaberia, kolkata east, nirala apartment is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata east is your opportunity to be a part of this community. This is a south-West-Facing property. The flat occupies a super built up area of 1140 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. The residential building ...",B82605754,"nirala apartment new bookg, Kalaberia, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water Storage']","['Dakbunglow Shani Kali Mandir', 'Nathpara Shib Mandir', 'Rajarhat Shitala Kali Temple', 'Nathpara Temple', 'Hanuman Mandir']","['Others,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,South-East
Srishti Eco Star,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-1369-sq-ft-spid-E82216202,3 BHK Flat,72.56 Lac,"1,369 sqft",Super Built-up Area,"5,300 /sqft","New Town, Kolkata","Recently Renovated
Gated Society
+2","This beautiful 3 bhk flat in new town, kolkata east is situated in srishti eco star, one of the popular residential society in kolkata east. The flat is facing the south-East direction. The flat is over 1369 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 4 floors in total and the flat for sale is located on the 3rd floor. This i...",E82216202,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']","['Main Road,Park/Garden,Others']",3 Bedrooms,2 Bathrooms,2 Balconies,,3rd   of 4 Floors,1 to 5 Year Old,North
Srishti Eco Star,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-960-sq-ft-spid-Q82216048,2 BHK Flat,50.88 Lac,960 sqft,Super Built-up Area,"5,300 /sqft","New Town, Kolkata","Gated Society
Corner Property
+1","This 2 bhk flat is located in srishti eco star, which houses some of the most spacious flats in new town, kolkata east. This residential flat is north-East-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 960 sq.Ft. The flat has a total of 4 floors and this property is situated on 3rd floor. An added advantage of this 1-5 ye...",Q82216048,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']","['Others,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,1 to 5 Year Old,South
Srishti Eco Star,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-959-sq-ft-spid-O82215978,2 BHK Flat,50.83 Lac,959 sqft,Super Built-up Area,"5,300 /sqft","New Town, Kolkata","Gated Society
Corner Property
+1","Located in the popular residential address of new town, kolkata east, srishti eco star is one of the most preferred destination for apartments in kolkata east. This 2 bhk flat is your ticket to be a part of this community. This property faces the north direction. The flat is over 959 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has ...",O82215978,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']","['Others,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,1 to 5 Year Old,North-West
Srishti Eco Star,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-1234-sq-ft-spid-U82216154,3 BHK Flat,65.4 Lac,"1,234 sqft",Super Built-up Area,"5,300 /sqft","New Town, Kolkata","Gated Society
Corner Property
+2","This 3 bhk apartment is available for sale in srishti eco star, one of the most prominent projects for flats in new town, kolkata east. This residential flat is south-West-Facing direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1234 sq.Ft. The residential building has 4 floors in total and the f...",U82216154,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']","['Main Road,Park/Garden,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,North
Purti Veda,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-purti-veda-new-town-kolkata-east-1150-sq-ft-spid-I83662062,3 BHK Flat,1.2 Cr,"1,150 sqft",Super Built-up Area,"10,434 /sqft","New Town, Kolkata","Fresh Construction
Gated Society
+2","This beautiful 3 bhk flat in new town, kolkata east is situated in purti veda, one of the popular residential society in kolkata east. The flat is south-East-Facing. Containing 3 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1150 sq.Ft. The residential building has 12 floors in total and the flat for sale is located on the 8th floor. This 0-1 year old ...",I83662062,"Purti Veda, New Town, Kolkata",Purti Veda,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['Proposed Metro Station', 'Axis Mall', 'Central Mall', 'The New Town School', 'DPS New Town', 'University of Egineering']","['Main Road,Park/Garden,Pool']",3 Bedrooms,2 Bathrooms,1 Balcony,,8th   of 12 Floors,0 to 1 Year Old,South-East
Utsa Luxary,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-utsa-luxary-new-town-action-area-1a-kolkata-east-1105-sq-ft-spid-F83234510,2 BHK Flat,95 Lac,"1,105 sqft",Super Built-up Area,"8,597 /sqft","New Town Action area 1A, Kolkata","Gated Society
Overlooking Park/Garden
+2","Located in the popular residential address of new town action area 1a, kolkata east, utsa luxary is one of the most preferred destination for apartments in kolkata east. This 2 bhk flat is your ticket to be a part of this community. This residential flat is south-Facing direction. Constructed on a super built up area of 1105 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. Th...",F83234510,"Utsa Luxary, New Town Action area 1A, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Citibank ATM', 'Hdfc bank ATM', 'Hdfc bank ATM', 'Indian overseas bank ATM']","['Pool,Park/Garden,Main Road,Club,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,2nd   of 12 Floors,10+ Year Old,South
The Ecos,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-the-ecos-new-town-kolkata-east-2200-sq-ft-spid-J82611276,4 BHK Flat,2.5 Cr,"2,200 sqft",Super Built-up Area,"11,363 /sqft","New Town, Kolkata","North-East Facing
Fresh Construction
+2","Looking for a 4 bhk property for sale in kolkata east? Buy this 4 bhk flat in the ecos that is situated in new town, kolkata east. This property faces the north-East direction. The flat occupies a super built up area of 2200 sq.Ft. That consists of 4 bedrooms, 3 bathrooms and 2 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. Being a ...",J82611276,"The Ecos, New Town, Kolkata",The Ecos,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Salt Lake Sector V', 'Axis Mall', 'Biswa Bangla Sarani', 'Orchids The International School', 'Aliah University', 'Manipal Hospitals Broadway']","['Pool,Club,Sea facing,Park/Garden,Main Road,Others']",4 Bedrooms,3 Bathrooms,2 Balconies,Servant Room,5th   of 12 Floors,0 to 1 Year Old,North-East
Samvabata Residency,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-1-kolkata-east-1500-sq-ft-spid-J82483318,3 BHK Flat,1.42 Cr,"1,500 sqft",Super Built-up Area,"9,466 /sqft","Action Area 1, Kolkata","Overlooking Main Road
Vitrified Flooring","Samvabata residency is one of kolkata east's most sought after destination for apartments and this 3 bhk flat in action area 1 is your opportunity to be a part of this community. This is a north-West-Facing property. The flat is over 1500 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the 10th floor of this 11 floors tall residentia...",J82483318,"Samvabata Residency , Action Area 1, Kolkata",,,"['1 Wardrobe', '5 Fan', '10 Light']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Nazrul tirtha metro station', 'Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Citibank ATM']",['Main Road'],3 Bedrooms,3 Bathrooms,3 Balconies,,10th   of 11 Floors,1 to 5 Year Old,North-West
Sunrise Green,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sunrise-green-new-town-kolkata-east-1535-sq-ft-spid-S82374862,3 BHK Flat,1.65 Cr,"1,535 sqft",Super Built-up Area,"10,749 /sqft","New Town, Kolkata","North-East Facing
Gated Society
+2","Situated in new town, kolkata east, sunrise green is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata east is your opportunity to be a part of this community. The flat is facing the north-East direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up ar...",S82374862,"Sunrise Green, New Town, Kolkata",,,"['1 Water Purifier', '1 Fridge', '8 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '12 Light', '4 AC', '1 Curtains', '1 TV', '1 Chimney', '1 Modular Kitchen', '3 Wardrobe', '3 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Nazrul tirtha metro station', 'Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Citibank ATM']","['Pool,Park/Garden,Main Road,Club,Others,Sea facing']",3 Bedrooms,2 Bathrooms,1 Balcony,,12nd   of 15 Floors,1 to 5 Year Old,North-East
Shrachi Greenwood Nest,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shrachi-greenwood-nest-new-town-kolkata-east-1748-sq-ft-spid-X82076714,3 BHK Flat,1.7 Cr,"1,748 sqft",Super Built-up Area,"9,725 /sqft","New Town, Kolkata","Fitness Center/ Gym
Club/ Community Center
+2","Located in the popular residential address of new town, kolkata east, shrachi greenwood nest is one of the most preferred destination for apartments in kolkata east. This 3 bhk flat is your ticket to be a part of this community. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1748 sq.Ft. The residential b...",X82076714,"Shrachi Greenwood Nest, New Town, Kolkata",Shrachi Greenwood Nest,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Nazrul Tirtha & upcoming metro station', 'Central Mall', 'Axis Mall', 'Delhi Public School', 'Kidzee New Town', 'State Bank of India ATM']",[],3 Bedrooms,3 Bathrooms,1 Balcony,,2nd   of 12 Floors,undefined,
Rajwada Altitude,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajwada-altitude-em-bypass-kolkata-south-1454-sq-ft-spid-O82625406,3 BHK Flat,1.3 Cr,"1,454 sqft",Super Built-up Area,"8,940 /sqft","EM Bypass, Kolkata South","Gated Society
Overlooking Park/Garden
+2","Situated in em bypass, kolkata south, rajwada altitude is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata south is your opportunity to be a part of this community. The flat is facing the south direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up...",O82625406,"Rajwada Altitude, EM Bypass, Kolkata South",Rajwada Altitude,,[],[],[],[],0,0,0,,0,,
Citrus Cove,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-citrus-cove-kamalgazi-kolkata-south-1199-sq-ft-spid-C82602200,3 BHK Flat,70 Lac,"1,199 sqft",Super Built-up Area,"5,838 /sqft","Kamalgazi, Southern Bypass",,"This beautiful 3 bhk flat in kamalgazi, kolkata south is situated in citrus cove, one of the popular residential society in kolkata south. This is a north-Facing property. Containing 3 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1199 sq.Ft. This flat is situated on the 2nd floor of this 4 floors tall residential building. This is a ready to move proj...",C82602200,"Citrus Cove, Kamalgazi, Southern Bypass",Citrus Cove,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['Shahid khudiram metro station', 'Sitala mandir', 'Gosto Mandir', 'Maa kali temple garia dhalua', 'Shani mandir garia dhalua']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,Others,2nd   of 4 Floors,5 to 10 Year Old,North
Rishi Pranaya,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rishi-pranaya-new-town-kolkata-east-1185-sq-ft-spid-O83193912,3 BHK Flat,1 Cr,"1,185 sqft",Super Built-up Area,"8,438 /sqft","New Town, Kolkata","Fresh Construction
Gated Society
+2","This 3 bhk apartment is available for sale in rishi pranaya, one of the most prominent projects for flats in new town, kolkata east. This property faces the south direction. The flat is over 1185 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 14th floor of this 23 floors tall residential building. As the project is already ready t...",O83193912,"Rishi Pranaya, New Town, Kolkata",Rishi Pranaya,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Centrus Mall', 'Axis Mall', 'DPS Megacity', 'Narayana School', 'Presidency University', 'St. Xaviers University', 'Ohio Hospital']","['Pool,Park/Garden,Club']",3 Bedrooms,2 Bathrooms,1 Balcony,,14th   of 23 Floors,0 to 1 Year Old,South
Gopal Kunja Apartment-New Booking,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hindmotor-hooghly-725-sq-ft-spid-A82809282,2 BHK Flat,19.58 Lac,725 sqft,Super Built-up Area,"2,700 /sqft","Hdmotor, Uttarpara","North-East Facing
Fresh Construction
+2","Situated in hindmotor, hooghly, gopal kunja apartment-New booking is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in hooghly is your opportunity to be a part of this community. This is a north-East-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built u...",A82809282,"Gopal Kunja Apartment-New Bookg , Hdmotor, Uttarpara",,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",[],['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,0 to 1 Year Old,North-East
individual,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-airport-2-no-gate-kolkata-north-927-sq-ft-spid-B82476852,2 BHK Flat,32.91 Lac,927 sqft,Super Built-up Area,"3,550 /sqft","Airport 2 No. Gate, North Dumdum","Top Floor
Airport jessore metro Nearby
+2","This beautiful 2 bhk flat in airport 2 no. Gate, kolkata north is situated in individual, one of the popular residential society in kolkata north. This property faces the south-West direction. The flat occupies a super built up area of 927 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the top floor of a 4 floors tall building. This 0-1 year old proper...",B82476852,"dividual , Airport 2 No. Gate, North Dumdum",,,[],['Lift(s)'],"['Shitala Mandir', 'Mother Teresa Church', 'Phoenix Hospital And Diagnostic Centre Pvt Ltd', 'Dr. Rathikul Hasan', 'Aparna Nursing Home']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,0 to 1 Year Old,South-West
Urban Sabujayan,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urban-sabujayan-kalikapur-kolkata-south-1464-sq-ft-spid-S80958343,3 BHK Flat,73.2 Lac,"1,464 sqft",Built-up Area,"5,000 /sqft","Kalikapur, Kolkata","Gated Society
Corner Property
+2","This 3 bhk apartment is available for sale in urban sabujayan, one of the most prominent projects for flats in kalikapur, kolkata south. This residential flat is south-Facing direction. The flat occupies a built up area of 1464 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 3rd floor. This is a ready to move proje...",S80958343,"Urban Sabujayan, Kalikapur, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Hindu Temple', 'Maa kali temple', 'Shoni thakur mandir', 'Maa Kali mandir', 'Lord Shiva Temple', 'Sada Kali Mandir']","['Pool,Park/Garden,Main Road,Others,Club']",3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,1 to 5 Year Old,North-West
On request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-durganagar-kolkata-north-831-sq-ft-spid-I82326182,2 BHK Flat,26.5 Lac,831 sqft,Carpet Area,"3,188 /sqft","Durganagar, Belgharia Expressway, Kolkata","Nepal chandra Nearby
Ils 2 km Nearby
+1","Located in the popular residential address of durganagar, kolkata north, no name is one of the most preferred destination for apartments in kolkata north. This 2 bhk flat is your ticket to be a part of this community. The flat is north-East-Facing. The flat is over 831 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 1st level of a 3 storey buildi...",I82326182,"On request, Durganagar, Belgharia Expressway, Kolkata",,,[],"['Lift(s)', 'Water Storage', 'Park']","['Mother Teresa Church', 'Shitala Mandir', 'Lichubagan Radha Krishna Temple', 'Matri Sadan-O-Swasthya Kendra And General Hospital']","['Club,Park/Garden,Main Road,Sea facing']",2 Bedrooms,2 Bathrooms,1 Balcony,Others,1st   of 3 Floors,1 to 5 Year Old,West
Elita Garden Vista Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-elita-garden-vista-phase-2-new-town-kolkata-east-1503-sq-ft-spid-F81267495,3 BHK Flat,1.28 Cr,"1,503 sqft",Super Built-up Area,"8,516 /sqft","New Town, Kolkata",,"Looking for a 3 bhk property for sale in kolkata east? Buy this 3 bhk flat in elita garden vista phase 2 that is situated in new town, kolkata east. The flat is north-East-Facing. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1503 sq.Ft. The flat has a total of 33 floors and this property is situated on...",F81267495,"Elita Garden Vista Phase 2, New Town, Kolkata",Elita Garden Vista Phase 2,,"['2 Wardrobe', '1 Water Purifier', '1 Exhaust Fan', '1 Microwave', '1 Chimney', '1 Modular Kitchen', '1 Curtains']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['Downtown Mall', 'Axis Shopping Mall', 'Home Town', 'City Center II', 'Delhi Public School', 'Techno India College']","['Pool,Park/Garden,Main Road,Club,Sea facing,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,Others,4th   of 33 Floors,1 to 5 Year Old,North-East
